total_trades,wins,losses,win_rate_pct,avg_win_pct,avg_loss_pct,avg_return_pct,total_return_pct_sum,hit_1d_2pct_rate,hit_3d_3pct_rate,hit_5d_5pct_rate,avg_max_gain_pct,avg_max_drawdown_pct,max_losing_streak,profit_factor,take_profit_count,stop_loss_count,time_exit_count,stop_loss_pct,take_profit_pct,max_holding_days
6,3,3,50.0,4.07,-3.0,0.54,3.22,66.67,83.33,66.67,10.9,-4.72,3,1.358,2,3,1,-3.0,6.0,5
