recommend_date,stock_id,stock_name,grade,grade_reason,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,trade_return_pct,max_gain_pct,max_drawdown_pct,max_gain_1d_pct,max_gain_3d_pct,max_gain_5d_pct,hit_1d_2pct,hit_3d_3pct,hit_5d_5pct,stop_loss_pct,take_profit_pct,max_holding_days,total_score,chip_score,trend_score,volume_score,market_score,signal_close,signal_ma5,signal_ma10,signal_ma20,signal_volume_ratio,signal_distance_to_ma5,signal_distance_to_ma10,trust_net_buy,foreign_net_buy,consecutive_trust_buy_days,market_mode,market_label,observation_zone,invalid,command
2026-05-05,3033,,A,A級：籌碼與技術同步，優先觀察,2026-05-06,40.8,2026-05-07,43.25,TAKE_PROFIT,2,6.0,11.52,-0.86,3.92,11.03,11.52,True,True,True,-3.0,6.0,5,83.5,85,100,90,40,46.4,44.33,41.91,38.49,1.96,4.67,10.7,534049,2801000,1,NEUTRAL,🟡 大盤不可交易 / 觀察,44.33 ～ 41.91,跌破 10MA 41.91,可列優先觀察；只等回測不破，不追高。
2026-05-05,2330,,B,B級：條件尚可，但需等待確認,2026-05-06,2250.0,2026-05-12,2255.0,TIME_EXIT,5,0.22,4.22,-1.78,1.56,4.22,4.22,False,True,False,-3.0,6.0,5,69.8,60,100,65,40,2270.0,2254.0,2249.0,2182.75,0.89,0.71,0.93,1495677,0,1,NEUTRAL,🟡 大盤不可交易 / 觀察,2254.0 ～ 2249.0,跌破 10MA 2249.0,只觀察，不主動追價；等量價確認。
2026-05-05,2303,,B,漲幅偏離 5MA 過遠，只觀察不追,2026-05-06,88.5,2026-05-07,93.81,TAKE_PROFIT,2,6.0,18.08,-0.79,3.28,11.64,18.08,True,True,True,-3.0,6.0,5,66.0,60,75,90,40,108.0,99.44,92.67,83.51,1.25,8.61,16.54,7814580,0,1,NEUTRAL,🟡 大盤不可交易 / 觀察,99.44 ～ 92.67,跌破 10MA 92.67,只觀察，不主動追價；等量價確認。
2026-05-05,2344,,B,漲幅偏離 5MA 過遠，只觀察不追,2026-05-06,108.5,2026-05-06,105.24,STOP_LOSS,1,-3.0,13.82,-4.61,0.0,7.83,13.82,False,True,True,-3.0,6.0,5,66.0,60,75,90,40,134.0,120.4,110.85,100.57,2.16,11.3,20.88,1990849,0,1,NEUTRAL,🟡 大盤不可交易 / 觀察,120.4 ～ 110.85,跌破 10MA 110.85,只觀察，不主動追價；等量價確認。
2026-05-05,3264,,B,B級：條件尚可，但需等待確認,2026-05-06,244.0,2026-05-06,236.68,STOP_LOSS,1,-3.0,2.05,-11.27,2.05,2.05,2.05,True,False,False,-3.0,6.0,5,63.0,60,90,40,40,229.0,227.4,225.65,210.32,0.61,0.7,1.48,2089654,-1131030,1,NEUTRAL,🟡 大盤不可交易 / 觀察,227.4 ～ 225.65,跌破 10MA 225.65,只觀察，不主動追價；等量價確認。
2026-05-05,6274,,B,B級：條件尚可，但需等待確認,2026-05-06,1275.0,2026-05-06,1236.75,STOP_LOSS,1,-3.0,15.69,-9.02,5.1,15.69,15.69,True,True,True,-3.0,6.0,5,63.0,60,90,40,40,1450.0,1435.0,1327.5,1149.65,0.37,1.05,9.23,944502,-1750675,1,NEUTRAL,🟡 大盤不可交易 / 觀察,1435.0 ～ 1327.5,跌破 10MA 1327.5,只觀察，不主動追價；等量價確認。
